sender,message,conversation_history,receiver
1,"Deze motie is voorgesteld door het lid Van Zanten.
Zij krijgt nr. 1142 (31288).
Dank u wel. U heeft nog een interruptie van de heer Paternotte van D66.","Sender: de voorzitter, message: Dank u wel. Om te voorkomen dat inderdaad iedereen de behoefte voelt om te gaan interrumperen: iedereen, zo zeg ik ook voor hen die dat niet kunnen zien, was heftig mee aan het knikken. Ik denk dat dit namens ons allen was. Ik verwijs ook naar het commissiedebat, waarin volgens mij uitgebreid is stilgestaan bij het afscheid en alles wat de minister op dit onderwerp betekend heeft. De volgende spreker van de zijde van de Kamer is mevrouw Van Zanten namens de BBB. Sender: Mevrouw van Zanten, message: Dank, voorzitter. Intimidatie, uitsluiting en bedreiging van Joodse jongeren en studenten is sinds 7 oktober aan de orde van dag. Inmiddels lopen demonstraties geregeld uit op rellen, vernielingen en geweld, is lesgeven of tentamens maken regelmatig onmogelijk en heerst er soms complete anarchie, zoals we deze week ook hebben kunnen zien bij het Science Park van de UvA in Amsterdam en vandaag in Wageningen. Sinds mijn installatie als Kamerlid vraag ik de minister keer op keer om in te grijpen bij de verder escalerende situatie op deze onderwijsinstellingen en iedere keer krijg ik te horen dat de verantwoordelijkheid niet primair bij hem maar bij de besturen van de onderwijsinstellingen zelf ligt. Maar wie pakt de regie als onderwijsinstellingen dit zelf niet willen of kunnen? Na flink doorvragen zei de minister vorige week dat als de situatie echt onhoudbaar wordt, er van alles mogelijk is, onder meer via de onderwijsinspectie, en dat er daarnaast andere middelen zijn die kunnen worden ingezet.
Volgens de minister zijn we nog lang niet op het punt gekomen dat de situatie onhoudbaar is. BBB denkt hier echter anders over en daarom dien ik de volgende motie in.
De Kamer,
gehoord de beraadslaging,
overwegende dat we in Nederland iedere dag worden geconfronteerd met steeds verder escalerende vormen van Jodenhaat op onze onderwijsinstellingen;
overwegende dat er ook docenten zijn die niet alleen meedoen aan de protesten, maar zich ook antisemitisch uiten;
constaterende dat er Joodse jongeren zijn die hierdoor niet meer naar hun onderwijsinstelling durven en hier mentaal onder lijden;
constaterende dat door de aanhoudende ongeregeldheden, dreigende sfeer en blokkades, vele anderen zich ook onveilig voelen en geen lessen of colleges meer kunnen volgen;
constaterende dat aan dit alles te weinig of niets wordt gedaan door besturen, omdat ze niet willen of kunnen;
verzoekt de regering met klem de regie te pakken door de onderwijsinspectie te laten ingrijpen en alle andere mogelijke middelen in te zetten om een einde te maken aan de steeds verder escalerende situatie op onze onderwijsinstellingen,
en gaat over tot de orde van de dag.",8
7,"Mevrouw Van Zanten spreekt zich uit tegen antisemitisme en haat. Dat is volkomen terecht, maar wat ik dan echt niet begrijp, is dat je iemand die nationaalsocialistische complottheorieën verkondigt helpt minister te maken. Kan mevrouw Van Zanten dat uitleggen?","Sender: Mevrouw van Zanten, message: Dank, voorzitter. Intimidatie, uitsluiting en bedreiging van Joodse jongeren en studenten is sinds 7 oktober aan de orde van dag. Inmiddels lopen demonstraties geregeld uit op rellen, vernielingen en geweld, is lesgeven of tentamens maken regelmatig onmogelijk en heerst er soms complete anarchie, zoals we deze week ook hebben kunnen zien bij het Science Park van de UvA in Amsterdam en vandaag in Wageningen. Sinds mijn installatie als Kamerlid vraag ik de minister keer op keer om in te grijpen bij de verder escalerende situatie op deze onderwijsinstellingen en iedere keer krijg ik te horen dat de verantwoordelijkheid niet primair bij hem maar bij de besturen van de onderwijsinstellingen zelf ligt. Maar wie pakt de regie als onderwijsinstellingen dit zelf niet willen of kunnen? Na flink doorvragen zei de minister vorige week dat als de situatie echt onhoudbaar wordt, er van alles mogelijk is, onder meer via de onderwijsinspectie, en dat er daarnaast andere middelen zijn die kunnen worden ingezet.
Volgens de minister zijn we nog lang niet op het punt gekomen dat de situatie onhoudbaar is. BBB denkt hier echter anders over en daarom dien ik de volgende motie in.
De Kamer,
gehoord de beraadslaging,
overwegende dat we in Nederland iedere dag worden geconfronteerd met steeds verder escalerende vormen van Jodenhaat op onze onderwijsinstellingen;
overwegende dat er ook docenten zijn die niet alleen meedoen aan de protesten, maar zich ook antisemitisch uiten;
constaterende dat er Joodse jongeren zijn die hierdoor niet meer naar hun onderwijsinstelling durven en hier mentaal onder lijden;
constaterende dat door de aanhoudende ongeregeldheden, dreigende sfeer en blokkades, vele anderen zich ook onveilig voelen en geen lessen of colleges meer kunnen volgen;
constaterende dat aan dit alles te weinig of niets wordt gedaan door besturen, omdat ze niet willen of kunnen;
verzoekt de regering met klem de regie te pakken door de onderwijsinspectie te laten ingrijpen en alle andere mogelijke middelen in te zetten om een einde te maken aan de steeds verder escalerende situatie op onze onderwijsinstellingen,
en gaat over tot de orde van de dag. Sender: de voorzitter, message: Deze motie is voorgesteld door het lid Van Zanten.
Zij krijgt nr. 1142 (31288).
Dank u wel. U heeft nog een interruptie van de heer Paternotte van D66. ",8
8,Ik sta hier niet om over personen van andere partijen te praten.,"Sender: de voorzitter, message: Deze motie is voorgesteld door het lid Van Zanten.
Zij krijgt nr. 1142 (31288).
Dank u wel. U heeft nog een interruptie van de heer Paternotte van D66. Sender: de heer Paternotte, message: Mevrouw Van Zanten spreekt zich uit tegen antisemitisme en haat. Dat is volkomen terecht, maar wat ik dan echt niet begrijp, is dat je iemand die nationaalsocialistische complottheorieën verkondigt helpt minister te maken. Kan mevrouw Van Zanten dat uitleggen? ",7
7,"Dit is wel ontzettend slap. Een nationaalsocialistische complottheorie is precies datgene waar Joden in de hele wereld al 2.000 jaar last van hebben. Dat je dan zo iemand helpt minister te maken … Als ik mevrouw Van Zanten vraag waarom ze daaraan meehelpt, wat is dan het antwoord?","Sender: de heer Paternotte, message: Mevrouw Van Zanten spreekt zich uit tegen antisemitisme en haat. Dat is volkomen terecht, maar wat ik dan echt niet begrijp, is dat je iemand die nationaalsocialistische complottheorieën verkondigt helpt minister te maken. Kan mevrouw Van Zanten dat uitleggen? Sender: mevrouw van Zanten, message: Ik sta hier niet om over personen van andere partijen te praten. ",8
8,"Nogmaals, dit gaat over mensen, over personen van een andere partij. Ik ga daar geen uitspraak over doen.","Sender: mevrouw van Zanten, message: Ik sta hier niet om over personen van andere partijen te praten. Sender: de heer Paternotte, message: Dit is wel ontzettend slap. Een nationaalsocialistische complottheorie is precies datgene waar Joden in de hele wereld al 2.000 jaar last van hebben. Dat je dan zo iemand helpt minister te maken … Als ik mevrouw Van Zanten vraag waarom ze daaraan meehelpt, wat is dan het antwoord? ",7
1,"Ik heb u net al een extra gelegenheid gegeven. We doen het in tweeën. Dat heb ik bij iedereen gedaan, dus nu ook. Dit gaat ook niet over de motie. Ik geef mevrouw Martens-America nu het woord. Ik heb net ook al een uitzondering gemaakt, meneer Paternotte, en dat ga ik niet steeds doen. Ik heb bij anderen ook steeds vastgehouden aan twee. Mevrouw Martens-America.","Sender: de heer Paternotte, message: Dit is wel ontzettend slap. Een nationaalsocialistische complottheorie is precies datgene waar Joden in de hele wereld al 2.000 jaar last van hebben. Dat je dan zo iemand helpt minister te maken … Als ik mevrouw Van Zanten vraag waarom ze daaraan meehelpt, wat is dan het antwoord? Sender: mevrouw van Zanten, message: Nogmaals, dit gaat over mensen, over personen van een andere partij. Ik ga daar geen uitspraak over doen. ","7, 5"
5,"Ik wil heel kort nog iets zeggen met betrekking tot de motie. Mevrouw Van Zanten en ik delen dezelfde strijd. De Kamer heeft gisteren echter ingestemd met een motie die ik heb ingediend met betrekking tot veiligheid, waarmee we de minister oproepen alles wat mogelijk is uit de kast te trekken. Om te voorkomen dat we hier met een heel motiecircus komen te zitten, wat is dan precies het verschil met deze motie?","Sender: mevrouw van Zanten, message: Nogmaals, dit gaat over mensen, over personen van een andere partij. Ik ga daar geen uitspraak over doen. Sender: de voorzitter, message: Ik heb u net al een extra gelegenheid gegeven. We doen het in tweeën. Dat heb ik bij iedereen gedaan, dus nu ook. Dit gaat ook niet over de motie. Ik geef mevrouw Martens-America nu het woord. Ik heb net ook al een uitzondering gemaakt, meneer Paternotte, en dat ga ik niet steeds doen. Ik heb bij anderen ook steeds vastgehouden aan twee. Mevrouw Martens-America. ",8
8,"Dank voor deze vraag. Ik heb in de afgelopen maanden ook al moties over hetzelfde onderwerp ingediend. Die van gisteren was dus ook niet de eerste. Deze motie gaat specifiek over het laten ingrijpen door de onderwijsinspectie, omdat dat tot op heden nog niet is gebeurd. De minister heeft vorige week namelijk gezegd dat hij vindt dat dat nog niet aan de orde is. BBB denkt daar volstrekt anders over.","Sender: de voorzitter, message: Ik heb u net al een extra gelegenheid gegeven. We doen het in tweeën. Dat heb ik bij iedereen gedaan, dus nu ook. Dit gaat ook niet over de motie. Ik geef mevrouw Martens-America nu het woord. Ik heb net ook al een uitzondering gemaakt, meneer Paternotte, en dat ga ik niet steeds doen. Ik heb bij anderen ook steeds vastgehouden aan twee. Mevrouw Martens-America. Sender: mevrouw Martens-America, message: Ik wil heel kort nog iets zeggen met betrekking tot de motie. Mevrouw Van Zanten en ik delen dezelfde strijd. De Kamer heeft gisteren echter ingestemd met een motie die ik heb ingediend met betrekking tot veiligheid, waarmee we de minister oproepen alles wat mogelijk is uit de kast te trekken. Om te voorkomen dat we hier met een heel motiecircus komen te zitten, wat is dan precies het verschil met deze motie? ",5
4,"Ik heb een korte vraag aan mevrouw Van Zanten, want ik hoor haar steeds zeggen dat er Joodse studenten zijn die niet meer naar de universiteit durven, geen tentamens meer maken et cetera. Ik vraag me af om hoeveel Joodse studenten het volgens BBB gaat.","Sender: mevrouw Martens-America, message: Ik wil heel kort nog iets zeggen met betrekking tot de motie. Mevrouw Van Zanten en ik delen dezelfde strijd. De Kamer heeft gisteren echter ingestemd met een motie die ik heb ingediend met betrekking tot veiligheid, waarmee we de minister oproepen alles wat mogelijk is uit de kast te trekken. Om te voorkomen dat we hier met een heel motiecircus komen te zitten, wat is dan precies het verschil met deze motie? Sender: mevrouw van Zanten, message: Dank voor deze vraag. Ik heb in de afgelopen maanden ook al moties over hetzelfde onderwerp ingediend. Die van gisteren was dus ook niet de eerste. Deze motie gaat specifiek over het laten ingrijpen door de onderwijsinspectie, omdat dat tot op heden nog niet is gebeurd. De minister heeft vorige week namelijk gezegd dat hij vindt dat dat nog niet aan de orde is. BBB denkt daar volstrekt anders over. ",8
8,"Het gaat in ieder geval om een vervijfvoudiging van het aantal incidenten. We hebben het hier over steeds meer jongeren die worden uitgesloten, maar persoonlijk gaat het mij niet om het aantal. Als je ziet dat een Joodse student, al is het er maar één, de toegang wordt ontzegd, bijvoorbeeld op de universiteit van Groningen, dan moet dat gewoon stoppen.","Sender: mevrouw van Zanten, message: Dank voor deze vraag. Ik heb in de afgelopen maanden ook al moties over hetzelfde onderwerp ingediend. Die van gisteren was dus ook niet de eerste. Deze motie gaat specifiek over het laten ingrijpen door de onderwijsinspectie, omdat dat tot op heden nog niet is gebeurd. De minister heeft vorige week namelijk gezegd dat hij vindt dat dat nog niet aan de orde is. BBB denkt daar volstrekt anders over. Sender: mevrouw Tseggai, message: Ik heb een korte vraag aan mevrouw Van Zanten, want ik hoor haar steeds zeggen dat er Joodse studenten zijn die niet meer naar de universiteit durven, geen tentamens meer maken et cetera. Ik vraag me af om hoeveel Joodse studenten het volgens BBB gaat. ",4
1,Tot slot.,"Sender: mevrouw Tseggai, message: Ik heb een korte vraag aan mevrouw Van Zanten, want ik hoor haar steeds zeggen dat er Joodse studenten zijn die niet meer naar de universiteit durven, geen tentamens meer maken et cetera. Ik vraag me af om hoeveel Joodse studenten het volgens BBB gaat. ",4
4,"Ik ben op de hoogte van de vervijfvoudiging van het aantal incidenten. Maar mijn vraag was: om hoeveel studenten die niet meer naar de universiteit durven gaat het? Ik heb hier namelijk geen feiten en cijfers over gezien. Ik vraag me dus gewoon af of het een probleem is dat we hier met deze motie proberen op te lossen of dat het iets is wat voor BBB vooral een groot probleem is, maar niet echt speelt. Ik heb het namelijk niet gehoord.","Sender: mevrouw van Zanten, message: Het gaat in ieder geval om een vervijfvoudiging van het aantal incidenten. We hebben het hier over steeds meer jongeren die worden uitgesloten, maar persoonlijk gaat het mij niet om het aantal. Als je ziet dat een Joodse student, al is het er maar één, de toegang wordt ontzegd, bijvoorbeeld op de universiteit van Groningen, dan moet dat gewoon stoppen. Sender: de voorzitter, message: Tot slot. ",8
8,"In de eerste plaats wordt dit niet specifiek gemonitord. Wij hebben in eerdere debatten ook al gevraagd of er specifiek voor dit soort incidenten een landelijk meldpunt kan komen, want dat is er niet. En dat komt er ook niet. We moeten er dus van uitgaan dat sommige dingen niet worden gemeld, andere dingen worden bij de politie gemeld en andere dingen worden bij onderwijsinstellingen gemeld. Exacte cijfers daarover zijn er op dit moment dus niet. Dat is wel iets wat ik graag zou willen, maar wat er dus nog niet kan komen.","Sender: de voorzitter, message: Tot slot. Sender: mevrouw Tseggai, message: Ik ben op de hoogte van de vervijfvoudiging van het aantal incidenten. Maar mijn vraag was: om hoeveel studenten die niet meer naar de universiteit durven gaat het? Ik heb hier namelijk geen feiten en cijfers over gezien. Ik vraag me dus gewoon af of het een probleem is dat we hier met deze motie proberen op te lossen of dat het iets is wat voor BBB vooral een groot probleem is, maar niet echt speelt. Ik heb het namelijk niet gehoord.",4
1,Dank u wel. Dan de heer Ceder namens de ChristenUnie.," Sender: mevrouw Tseggai, message: Ik ben op de hoogte van de vervijfvoudiging van het aantal incidenten. Maar mijn vraag was: om hoeveel studenten die niet meer naar de universiteit durven gaat het? Ik heb hier namelijk geen feiten en cijfers over gezien. Ik vraag me dus gewoon af of het een probleem is dat we hier met deze motie proberen op te lossen of dat het iets is wat voor BBB vooral een groot probleem is, maar niet echt speelt. Ik heb het namelijk niet gehoord. Sender: mevrouw van Zanten, message: In de eerste plaats wordt dit niet specifiek gemonitord. Wij hebben in eerdere debatten ook al gevraagd of er specifiek voor dit soort incidenten een landelijk meldpunt kan komen, want dat is er niet. En dat komt er ook niet. We moeten er dus van uitgaan dat sommige dingen niet worden gemeld, andere dingen worden bij de politie gemeld en andere dingen worden bij onderwijsinstellingen gemeld. Exacte cijfers daarover zijn er op dit moment dus niet. Dat is wel iets wat ik graag zou willen, maar wat er dus nog niet kan komen. ","8, 6"
6,"Ik deel de zorgen en de strijd van mevrouw Van Zanten. Mevrouw Martens gaf aan dat we daar gisteren een motie over in stemming hebben laten brengen. Deze motie is ook aangenomen. Daarin worden dus stappen gezet. Ik wil uw motie beoordelen. U verwijst specifiek naar de rol van de onderwijsinspectie, die volgens mij de basiskwaliteit van het onderwijs moet waarborgen. Ik vraag me toch af welke rol de onderwijsinspectie volgens u dan moeten hebben in deze specifieke problematiek.","Sender: mevrouw van Zanten, message: In de eerste plaats wordt dit niet specifiek gemonitord. Wij hebben in eerdere debatten ook al gevraagd of er specifiek voor dit soort incidenten een landelijk meldpunt kan komen, want dat is er niet. En dat komt er ook niet. We moeten er dus van uitgaan dat sommige dingen niet worden gemeld, andere dingen worden bij de politie gemeld en andere dingen worden bij onderwijsinstellingen gemeld. Exacte cijfers daarover zijn er op dit moment dus niet. Dat is wel iets wat ik graag zou willen, maar wat er dus nog niet kan komen. Sender: de voorzitter, message: Dank u wel. Dan de heer Ceder namens de ChristenUnie. ",8
8,"Vorige week heb ik de minister gevraagd wie de regie gaat pakken als het echt uit de hand gaat lopen, want dat is wat er naar ons idee gebeurt. Toen zei de minister dat er dan van alles mogelijk is met de onderwijsinspectie en dat er ook nog andere middelen zijn. Mijn motie vraagt dus aan de minister hoe hij in gedachten heeft wat er precies mogelijk is, want in die details is hij niet getreden. Vorige week heeft hij dus gezegd dat er in ieder geval iets mogelijk is en ik vraag hem specifiek om dat in te gaan zetten.","Sender: de voorzitter, message: Dank u wel. Dan de heer Ceder namens de ChristenUnie. Sender: De heer Ceder, message: Ik deel de zorgen en de strijd van mevrouw Van Zanten. Mevrouw Martens gaf aan dat we daar gisteren een motie over in stemming hebben laten brengen. Deze motie is ook aangenomen. Daarin worden dus stappen gezet. Ik wil uw motie beoordelen. U verwijst specifiek naar de rol van de onderwijsinspectie, die volgens mij de basiskwaliteit van het onderwijs moet waarborgen. Ik vraag me toch af welke rol de onderwijsinspectie volgens u dan moeten hebben in deze specifieke problematiek.",6
1,Dank u wel. Dan dank ik u voor uw inbreng namens BBB. Dan is het woord nu aan mevrouw Tseggai namens GroenLinks-PvdA.,"Sender: de voorzitter, message: Dank u wel. Dan de heer Ceder namens de ChristenUnie. Sender: Mevrouw van Zanten, message: Vorige week heb ik de minister gevraagd wie de regie gaat pakken als het echt uit de hand gaat lopen, want dat is wat er naar ons idee gebeurt. Toen zei de minister dat er dan van alles mogelijk is met de onderwijsinspectie en dat er ook nog andere middelen zijn. Mijn motie vraagt dus aan de minister hoe hij in gedachten heeft wat er precies mogelijk is, want in die details is hij niet getreden. Vorige week heeft hij dus gezegd dat er in ieder geval iets mogelijk is en ik vraag hem specifiek om dat in te gaan zetten. ","8, 4"
4,"Voorzitter, dank u wel. Een tweetal moties van mijn kant. In het commissiedebat heb ik al aandacht gevraagd voor zwangere mbo-studentes die op dit moment niet goed geholpen worden door de onderwijsinstelling, terwijl dat wel zou moeten, zoals de minister ook aangaf. Daarom heb ik de volgende motie.
De Kamer,
gehoord de beraadslaging,
overwegende dat het combineren van studie met werk, zwangerschap, beperking, topsport en mantelzorg een zware wissel kan trekken op het welbevinden van studenten;
constaterende dat er door instellingen niet altijd gebruik wordt gemaakt van ruimte die ze hebben om passend onderwijs te bieden aan studenten en zij daardoor soms onnodig voortijdig hun school verlaten;
verzoekt de regering om te onderzoeken in hoeverre op dit moment maatwerk mogelijk is om onder genoemde omstandigheden te studeren en voorstellen te doen voor verdere verbeteringen, en de Kamer hierover te informeren,
en gaat over tot de orde van de dag.","Sender: Mevrouw van Zanten, message: Vorige week heb ik de minister gevraagd wie de regie gaat pakken als het echt uit de hand gaat lopen, want dat is wat er naar ons idee gebeurt. Toen zei de minister dat er dan van alles mogelijk is met de onderwijsinspectie en dat er ook nog andere middelen zijn. Mijn motie vraagt dus aan de minister hoe hij in gedachten heeft wat er precies mogelijk is, want in die details is hij niet getreden. Vorige week heeft hij dus gezegd dat er in ieder geval iets mogelijk is en ik vraag hem specifiek om dat in te gaan zetten. Sender: de voorzitter, message: Dank u wel. Dan dank ik u voor uw inbreng namens BBB. Dan is het woord nu aan mevrouw Tseggai namens GroenLinks-PvdA. ",18
1,Deze motie is voorgesteld door het lid Tseggai.,"Sender: de voorzitter, message: Dank u wel. Dan dank ik u voor uw inbreng namens BBB. Dan is het woord nu aan mevrouw Tseggai namens GroenLinks-PvdA. Sender: mevrouw Tseggai, message: Voorzitter, dank u wel. Een tweetal moties van mijn kant. In het commissiedebat heb ik al aandacht gevraagd voor zwangere mbo-studentes die op dit moment niet goed geholpen worden door de onderwijsinstelling, terwijl dat wel zou moeten, zoals de minister ook aangaf. Daarom heb ik de volgende motie.
De Kamer,
gehoord de beraadslaging,
overwegende dat het combineren van studie met werk, zwangerschap, beperking, topsport en mantelzorg een zware wissel kan trekken op het welbevinden van studenten;
constaterende dat er door instellingen niet altijd gebruik wordt gemaakt van ruimte die ze hebben om passend onderwijs te bieden aan studenten en zij daardoor soms onnodig voortijdig hun school verlaten;
verzoekt de regering om te onderzoeken in hoeverre op dit moment maatwerk mogelijk is om onder genoemde omstandigheden te studeren en voorstellen te doen voor verdere verbeteringen, en de Kamer hierover te informeren,
en gaat over tot de orde van de dag. ",18
4,"Mijn tweede motie gaat over een onderwerp dat mij erg aan het hart gaat, namelijk financiële stress die studenten ervaren. Ik zou graag willen weten aan welke knoppen we als Kamer zouden kunnen draaien om die financiële stress te verminderen. Daarom heb ik de volgende motie.
De Kamer,
gehoord de beraadslaging,
overwegende dat de financiële positie van studenten een van de belangrijkste factoren is in het welzijn van studenten;
overwegende dat de bestaanszekerheid van studenten in het geding komt door de voorgenomen verlaging van de basisbeurs met €160, door on- of slechtbetaalde stages en omdat te vrezen valt dat voornemens van het komende kabinet rond btw-verhogingen op studieboeken en het invoeren van een langstudeerboete de bestaanszekerheid van studenten verder onder druk zet;
verzoekt de regering om onderzoek te doen welke maatregelen de bestaanszekerheid van mbo-, hbo- en wo-studenten kunnen bevorderen en financiële stress onder studenten kunnen tegengaan, en de Kamer hierover voorafgaande aan de plenaire behandeling van de komende OCW-begroting te informeren,
en gaat over tot de orde van de dag.","Sender: mevrouw Tseggai, message: Voorzitter, dank u wel. Een tweetal moties van mijn kant. In het commissiedebat heb ik al aandacht gevraagd voor zwangere mbo-studentes die op dit moment niet goed geholpen worden door de onderwijsinstelling, terwijl dat wel zou moeten, zoals de minister ook aangaf. Daarom heb ik de volgende motie.
De Kamer,
gehoord de beraadslaging,
overwegende dat het combineren van studie met werk, zwangerschap, beperking, topsport en mantelzorg een zware wissel kan trekken op het welbevinden van studenten;
constaterende dat er door instellingen niet altijd gebruik wordt gemaakt van ruimte die ze hebben om passend onderwijs te bieden aan studenten en zij daardoor soms onnodig voortijdig hun school verlaten;
verzoekt de regering om te onderzoeken in hoeverre op dit moment maatwerk mogelijk is om onder genoemde omstandigheden te studeren en voorstellen te doen voor verdere verbeteringen, en de Kamer hierover te informeren,
en gaat over tot de orde van de dag. Sender: de voorzitter, message: Deze motie is voorgesteld door het lid Tseggai. ",18
1,"Deze motie is voorgesteld door het lid Tseggai.
Zij krijgt nr. 1144 (31288).","Sender: de voorzitter, message: Deze motie is voorgesteld door het lid Tseggai. Sender: mevrouw Tseggai, message: Mijn tweede motie gaat over een onderwerp dat mij erg aan het hart gaat, namelijk financiële stress die studenten ervaren. Ik zou graag willen weten aan welke knoppen we als Kamer zouden kunnen draaien om die financiële stress te verminderen. Daarom heb ik de volgende motie. Sender: voorzitter, message: 
De Kamer,
gehoord de beraadslaging,
overwegende dat de financiële positie van studenten een van de belangrijkste factoren is in het welzijn van studenten;
overwegende dat de bestaanszekerheid van studenten in het geding komt door de voorgenomen verlaging van de basisbeurs met €160, door on- of slechtbetaalde stages en omdat te vrezen valt dat voornemens van het komende kabinet rond btw-verhogingen op studieboeken en het invoeren van een langstudeerboete de bestaanszekerheid van studenten verder onder druk zet;
verzoekt de regering om onderzoek te doen welke maatregelen de bestaanszekerheid van mbo-, hbo- en wo-studenten kunnen bevorderen en financiële stress onder studenten kunnen tegengaan, en de Kamer hierover voorafgaande aan de plenaire behandeling van de komende OCW-begroting te informeren,
en gaat over tot de orde van de dag. ",4
4,"Dan ga ik mijn laatste vijf seconden spreektijd gebruiken om de minister te bedanken voor de goede samenwerking.
Dank u wel.","Sender: mevrouw Tseggai, message: Mijn tweede motie gaat over een onderwerp dat mij erg aan het hart gaat, namelijk financiële stress die studenten ervaren. Ik zou graag willen weten aan welke knoppen we als Kamer zouden kunnen draaien om die financiële stress te verminderen. Daarom heb ik de volgende motie. Sender: voorzitter, message: 
De Kamer,
gehoord de beraadslaging,
overwegende dat de financiële positie van studenten een van de belangrijkste factoren is in het welzijn van studenten;
overwegende dat de bestaanszekerheid van studenten in het geding komt door de voorgenomen verlaging van de basisbeurs met €160, door on- of slechtbetaalde stages en omdat te vrezen valt dat voornemens van het komende kabinet rond btw-verhogingen op studieboeken en het invoeren van een langstudeerboete de bestaanszekerheid van studenten verder onder druk zet;
verzoekt de regering om onderzoek te doen welke maatregelen de bestaanszekerheid van mbo-, hbo- en wo-studenten kunnen bevorderen en financiële stress onder studenten kunnen tegengaan, en de Kamer hierover voorafgaande aan de plenaire behandeling van de komende OCW-begroting te informeren,
en gaat over tot de orde van de dag. Sender: de voorzitter, message: Deze motie is voorgesteld door het lid Tseggai.
Zij krijgt nr. 1144 (31288). ",10
1,"Kijk eens aan. Dank u wel, mevrouw Tseggai, voor uw inbreng namens GroenLinks-PvdA. Dan is het woord nu aan de heer Van Houwelingen namens Forum voor Democratie.","Sender: de voorzitter, message: Deze motie is voorgesteld door het lid Tseggai.
Zij krijgt nr. 1144 (31288). Sender: mevrouw Tseggai, message: Dan ga ik mijn laatste vijf seconden spreektijd gebruiken om de minister te bedanken voor de goede samenwerking.
Dank u wel. ","4, 9"
9,"Dank u, voorzitter. Scholen en universiteiten zijn bij uitstek de plaats waar verschillende ideologieën in al hun vrijheid bediscussieerd en bevraagd zouden moeten kunnen worden. Het is daarom van groot belang dat scholen en universiteiten zélf over al die ideologieën geen standpunt innemen, zodat scholieren en studenten zich vrij voelen om van gedachten te wisselen. In dat licht vindt Forum voor Democratie het problematisch dat veel onderwijsinstellingen ideologisch geladen vlaggen hijsen, vlaggen die een stelling innemen in een maatschappelijk debat, zoals bijvoorbeeld de Oekraïense vlag of de lhbtq-vlag. Deze vlaggen vertegenwoordigen bovendien een selectief deel van de bevolking. De Oekraïense vlag vertegenwoordigt geen mensen die van mening zijn dat de oorlog in Oekraïne niet onze oorlog is. Ook de Palestijnse en Israëlische vlag symboliseren steun voor Palestina óf Israël. Het is dan ook goed om te zien dat de gemeente Vlaardingen er vorig jaar voor heeft gekozen de Israëlische vlag niet langer voor het stadhuis te hijsen, maar deze te vervangen door de vredesvlag. Hetzelfde zou moeten gebeuren op scholen en universiteiten. Wie toch een vlag wil hijsen, kan natuurlijk altijd de Nederlandse vlag hijsen. Daarmee kan iedereen zich in dit land vertegenwoordigd voelen. Daarom heb ik de volgende motie.","Sender: mevrouw Tseggai, message: Dan ga ik mijn laatste vijf seconden spreektijd gebruiken om de minister te bedanken voor de goede samenwerking.
Dank u wel. Sender: de voorzitter, message: Kijk eens aan. Dank u wel, mevrouw Tseggai, voor uw inbreng namens GroenLinks-PvdA. Dan is het woord nu aan de heer Van Houwelingen namens Forum voor Democratie. ",18
1,"Voordat u aan die motie begint: ik zag twee mensen klaarstaan voor een interruptie. De heer Krul was eerder, maar ik zie hem naar de heer Paternotte kijken.","Sender: de voorzitter, message: Kijk eens aan. Dank u wel, mevrouw Tseggai, voor uw inbreng namens GroenLinks-PvdA. Dan is het woord nu aan de heer Van Houwelingen namens Forum voor Democratie. Sender: de heer Van Houwelingen, message: Dank u, voorzitter. Scholen en universiteiten zijn bij uitstek de plaats waar verschillende ideologieën in al hun vrijheid bediscussieerd en bevraagd zouden moeten kunnen worden. Het is daarom van groot belang dat scholen en universiteiten zélf over al die ideologieën geen standpunt innemen, zodat scholieren en studenten zich vrij voelen om van gedachten te wisselen. In dat licht vindt Forum voor Democratie het problematisch dat veel onderwijsinstellingen ideologisch geladen vlaggen hijsen, vlaggen die een stelling innemen in een maatschappelijk debat, zoals bijvoorbeeld de Oekraïense vlag of de lhbtq-vlag. Deze vlaggen vertegenwoordigen bovendien een selectief deel van de bevolking. De Oekraïense vlag vertegenwoordigt geen mensen die van mening zijn dat de oorlog in Oekraïne niet onze oorlog is. Ook de Palestijnse en Israëlische vlag symboliseren steun voor Palestina óf Israël. Het is dan ook goed om te zien dat de gemeente Vlaardingen er vorig jaar voor heeft gekozen de Israëlische vlag niet langer voor het stadhuis te hijsen, maar deze te vervangen door de vredesvlag. Hetzelfde zou moeten gebeuren op scholen en universiteiten. Wie toch een vlag wil hijsen, kan natuurlijk altijd de Nederlandse vlag hijsen. Daarmee kan iedereen zich in dit land vertegenwoordigd voelen. Daarom heb ik de volgende motie. ","9, 3"
